1018261,Caledonia Farmers Market Association - Danville,,DANVILLE,CALEDONIA,VERMONT,5828,-72.140337,44.411036,2018-08-06T10:43:57Z
1018318,Stearns Homestead Farmers' Market,6975 RIDGE ROAD,PARMA,CUYAHOGA,OHIO,,-81.7339387,41.3748009,2018-09-06T05:15:01Z
1009364,106 S. Main Street Farmers Market,106 S MAIN STREET,SIX MILE,,SOUTH CAROLINA,29682,-82.8187,34.8042,2013-01-01T05:00:00Z
1010691,10th Steet Community Farmers Market,10TH STREET AND POPLAR,LAMAR,BARTON,MISSOURI,64759,-94.2746191,37.495628,2016-04-10T09:49:46Z
1002454,112st Madison Avenue,112TH MADISON AVENUE,NEW YORK,NEW YORK,NEW YORK,10029,-73.9493,40.7939,2012-01-03T10:38:22Z
1011100,12 South Farmers Market,3000 GRANNY WHITE PIKE,NASHVILLE,DAVIDSON,TENNESSEE,37204,-86.790709,36.11837,2015-01-05T10:40:56Z
1009845,125th Street Fresh Connect Farmers' Market,163 WEST 125TH STREET AND ADAM CLAYTON POWELL JR BLVD,NEW YORK,NEW YORK,NEW YORK,10027,-73.9482477,40.8089533,2014-07-04T04:32:01Z
1005586,12th & Brandywine Urban Farm Market,12TH AND BRANDYWINE STREETS,WILMINGTON,NEW CASTLE,DELAWARE,19801,-75.53446,39.742117,2014-03-04T03:43:31Z
1008071,14&U Farmers' Market,1400 U STREET NW,WASHINGTON,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,20009,-77.0320505,38.9169984,2014-05-04T01:49:04Z
1012710,14th & Kennedy Street Farmers Market,5500 COLORADO AVENUE NW,WASHINGTON,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,20011,-77.0334486,38.9559783,2017-08-07T11:16:24Z
1016782,175th Street Greenmarket,175TH STREET BETWEEN WADSWORTH AND BROADWAY,NEW YORK,NEW YORK,NEW YORK,10033,-73.938049,40.846354,2017-04-12T12:06:16Z
1003877,17th Ave Market,1622 6TH ST NE,MINNEAPOLIS,HENNEPIN,MINNESOTA,55413,-93.2591,45.0044,2013-04-04T02:33:54Z
1016784,17th Street Farmers Market,100 NORTH 17TH ST,RICHMOND,RICHMOND CITY,VIRGINIA,23219,-77.428364,37.53385,2018-05-12T12:13:04Z
1010968,18th and Christian Farmers' Market,18TH STREET AND CHRISTIAN STREET,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19146,-75.173431,39.940943,2016-12-03T03:33:48Z
1009994,18th Street Farmer's Market,18TH AND BROADWAY,SCOTTSBLUFF,SCOTTS BLUFF,NEBRASKA,69361,-103.662538,41.864268,2018-05-06T04:32:46Z
1018365,18th Street Farmer's Market,825 18TH STREET,CHARLESTON,COLES,ILLINOIS,61920,-88.1622392,39.4907144,2018-11-06T08:02:15Z
1012790,19/27 Community Farmers Market,NE 7TH AVE,CHIEFLAND,LEVY,FLORIDA,32626,-82.8578732,29.4848541,2017-07-08T04:07:34Z
1012158,21 Acres Farm Market,13701 NE 171ST STREET,WOODINVILLE,KING,WASHINGTON,98072,-122.1569875,47.7502397,2018-06-06T07:50:56Z
1010873,21st Street Farmers Market,SW 21ST AND OAKLEY,TOPEKA,SHAWNEE,KANSAS,66604,-95.714514,39.028184,2015-02-03T10:46:33Z
1005309,22nd and Tasker Farmers' Market,22ND AND TASKER STREETS,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19146,-75.181286,39.932257,2016-12-03T02:29:42Z
1000709,22nd Annual Highlands Business Partnership Farmers Market,71 WATERWITCH AVENUE,HIGHLANDS,MONMOUTH,NEW JERSEY,7732,-73.994358,40.404837,2016-06-07T02:37:36Z
1011881,25th Street Market - North Logan at the Library Summer 2016,475 EAST 2500 NORTH,NORTH LOGAN,CACHE,UTAH,84341,-111.8206049,41.7782437,2017-06-04T10:33:41Z
1010966,26th and Allegheny,26TH STREET AND W ALLEGHENY AVENUE,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19129,-75.1722883,40.0040946,2016-12-03T03:17:20Z
1005299,29th and Wharton Farmers' Market,29TH AND WHARTON STREETS,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19146,-75.19204,39.9373,2016-12-03T02:47:10Z
1010994,2nd Street Farmers' Market,194 SECOND STREET,AMHERST,AMHERST,VIRGINIA,24521,-79.048573,37.583311,2016-04-03T01:51:55Z
1009959,2nd Street Market - Five Rivers MetroPark,600 E 2ND STREET,DAYTON,MONTGOMERY,OHIO,45402,-84.18103,39.762593,2018-06-06T02:35:22Z
1004950,3 French Hens French Country Market,123 W ILLINOIS AVE,MORRIS,GRUNDY,ILLINOIS,60450,-88.425186,41.356383,2014-04-04T11:58:41Z
1010775,30A Farmers' Market,ROSMARY BEACH TOWN CENTER,ROSEMARY BEACH,WALTON,FLORIDA,32461,-86.002754,30.279017,2016-04-01T06:38:15Z
1018656,31 & Main Farmers Market at Campus Town,1928 PENNINGTON ROAD,EWING,MERCER,NEW JERSEY,8618,-74.783289,40.268253,2017-12-07T01:42:22Z
1005636,32nd Street/Waverly Farmers Market,E 32ND AND BARCLAY STREET,BALTIMORE,BALTIMORE,MARYLAND,21218,-76.611,39.3272,2015-02-03T01:23:50Z
1005310,33rd and Diamond Farmers' Market,N 33RD AND DIAMOND STREETS,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19121,-75.187167,39.988802,2016-12-03T02:28:01Z
1018389,38th & Meridian Farmer's Market,3808 N MERIDIAN ST,INDIANAPOLIS,MARION,INDIANA,46208,-86.1575468,39.8255595,2019-02-06T08:19:14Z
1012280,39 North Marketplace,DOWNTOWN SPARKS VICTORIAN AVE,SPARKS,WASHOE,NEVADA,89431,-119.754962,39.534773,2016-06-07T05:19:49Z
1004414,3rd & Curry St. Farmers Market,3RD AND CURRY STREET,CARSON CITY,CARSON CITY,NEVADA,89703,-119.7678,39.16257,2013-06-05T04:12:09Z
1011213,441 Ministries Farm Stand,441 PARSELLS AVENUE,ROCHESTER,MONROE,NEW YORK,14609,-77.5666043,43.1658344,2015-08-06T09:22:25Z
